凹凹 嗷嗷
MTDH 弥天大谎
MTDZ 弥天大罪
MHT 迷魂汤
MMZY 靡靡之音
MFR 米粉肉
MLC 米粮川|名利场
MEBX 秘而不宣
MBTF 密不透风
MFQ 密封圈
MFT 密封条
MMM 密麻麻
MZZ 密匝匝
MLCZ 绵里藏针
MBT 绵白糖
MXW 棉纤维
MHE 棉猴儿
MMK 棉毛裤
MMS 棉毛衫
MSD 免税店
MJZ 面巾纸
MME 摸门儿|面码儿
MMG 面面观
MMYX 面目一新
MRSH 面如死灰
MSJ 面神经
MSJY 面授机宜
MYNS 面有难色
MWRY 渺无人烟
MBSH 妙笔生花
MSHC 妙手回春
MHJ 灭火剂
MZZB 民族资本
MSFT 民事法庭
MZMG 民脂民膏
MZYD 民族运动
MFY 闽方言
MCQG 名垂千古
MCQS 名垂青史
MMTX 名满天下
MRXY 名人效应
MSXF 名实相符
MYSH 名扬四海
MYSD 名誉扫地
MQAJ 明枪暗箭
MHZZ 明火执仗
MMHC 明眸皓齿
MJGX 明镜高悬
MRHH 明日黄花
MXB 明细表
MZAT 明珠暗投
MJSB 鸣金收兵
MLKD 鸣锣开道
MYJQ 鸣冤叫屈
MWBL 冥顽不灵
MLZY 命令主义
MTDC 命途多舛
MZDX 命在旦夕
MYG 磨洋工
MDHH 磨刀霍霍
MSBL 磨砂玻璃
MXN 抹稀泥
MCBW 没齿不忘
MBK 抹不开
MMLB 秣马厉兵
MCGS 莫测高深
MCWS 莫此为甚
MKMZ 莫可名状
MNZJ 莫逆之交
MBXG 漠不相关
MRZZ 漠然置之
MDY 墨斗鱼
MJWG 墨迹未干
MCHM 谋财害命
MYC 母夜叉
MHS 木化石
MOX 木偶戏
MTMN 木头木脑
MLZ 仫佬族
MBRD 目不忍睹
MGDQ 目光短浅
MGRD 目光如豆
MGRJ 目光如炬
MWFJ 目无法纪
MYQ 牧羊犬
MQCC 暮气沉沉
MGCZ 暮鼓晨钟
NDDZ 拿刀动仗
ND 牛痘|黏度
NDD 拿大顶
NH 黏糊|南货
NJZ 拿架子|农机站
NQND 拿腔拿调
NQZS 拿腔作势
NQ 内迁|内亲|南拳|娘亲
NR 嫩弱|内热|内人|拿人|佞人|腻人|赧然
NSX 拿手戏
NW 年尾|泥污|拿问|牛瘟|牛蛙|南纬|念物|疟蚊
NHE 哪会儿
NMDE 那么点儿
NF 暖房|内服|南房|纳福|黏附|闹房
NG 泥垢|奶糕|弄鬼
NL 年利|内里|内涝|纳粮|呢料|年来
NMJS 纳米技术
NX 能效|凝想|纳新
NSNQ 奶声奶气
NDF 奶豆腐|闹洞房
NJ 内急|拈阄|内径
NM 凝目|男模|黏米|奶名
NP 泥坯|男乒|奶品|牛扒|尿频
NT 娘胎|内胎
NY 溺婴|浓阴
NYXS 奶油小生
NZ 怒族|内侄
NC 耐穿|男厕
NHZ 耐火砖
NDNC 男盗女娼
NK 年刊|内愧|暖炕|男科
NXB 男性病
NZNB 男尊女卑
NKYM 南柯一梦
NS 念诵|脑室
NWE 挪窝儿|南味儿
NFNJ 难分难解
NSN 难上难
NSH 难说话|暖水壶
NXND 难兄难弟
NKRX 囊空如洗
NZW 囊中物
NCX 脑充血|内出血
NGE 脑瓜儿
NJS 脑积水
NMCF 脑满肠肥
NTDG 脑体倒挂
NZD 脑震荡
NJH 闹饥荒
NLZ 闹乱子
NXF 闹新房
NYQ 闹意气
NLH 内陆湖
NWJG 内外夹攻
NCWD 内查外调
NDJ 内当家
NE 内耳
NJL 内聚力
NKJ 内窥镜
NLG 内陆国
NWJK 内外交困
NXX 内向型
NZM 内在美
NZG 内掌柜
NZX 内装修
NQHS 能掐会算
NQNS 能屈能伸
NYSB 能言善辩
NZDL 能者多劳
NLB 尼龙布
NLD 尼龙袋
NLS 尼龙绳
NLW 尼龙网|尼龙袜
NFW 泥饭碗
NNRH 泥牛入海
NWG 泥瓦工
NZWD 你争我夺
NSC 拟声词
NSZ 逆时针
NHRC 拈花惹草
NQPZ 拈轻怕重
NTDN 蔫头耷脑
NLLS 年老力衰
NGDS 年高德劭
NNYY 年年月月
NSS 鸟兽散|年三十
NHJ 黏合剂
NNHH 黏黏糊糊
NNQ 娘娘腔
NJGC 鸟尽弓藏
NQHP 鸟枪换炮
NSJ 尿失禁
NBH 捏把汗
NN 女奴|捏弄
NJYG 冰肌玉骨
NMZ 柠檬汁
NGJ 牛肝菌|凝固剂
NQWL 宁缺毋滥
NBZ 牛脖子
NDXS 牛刀小试
NDZ 牛犊子
NJJ 牛角尖
NLX 牛郎星
NPQ 牛脾气
NTMM 牛头马面
NXZ 牛性子
NZF 牛仔服
NQZ 农轻重
NYH 农业化
NYBX 奴颜婢膝
NYMG 奴颜媚骨
NXYS 怒形于色
NFJ 暖风机
NHH 暖乎乎
NSD 暖水袋
NEQ 女儿墙
NGZ 女公子
NLNQ 女里女气
NNR 女能人
NYC 疟原虫
OH 欧化|偶合|藕荷|偶或
OD 殴斗
OX 呕血
OG 偶感
OS 藕色|偶数
OYWZ 偶一为之
OF 藕粉|沤肥
PW 破网|炮位
PC 盘存|铺衬|陪床
PD 平底|判读|
PJ 盘诘|旁及
PGZ 爬格子
PZ 谱子|皮张|评注
PJSB 帕金森病
PF 判分|泡饭
PH 棚户|排号|品红|偏护
PQ 赔情|喷枪|铺砌
PB 铺保|评标|泡吧
PFS 排风扇
PLC 排练场
PLQ 排卵期
PNJF 排难解纷
PP 泼皮|排炮
PQS 排气扇
PX 破相|皮相|蹁跹|票选|盘香
PY 平月|评阅|贫油
PZC 排子车
PBS 派不是
PG 评功|平光|票根|捧哏|喷管|坡跟|派购|跑光
PHE 派活儿|皮猴儿
PK 普快|派款|喷口|盘空|偏科|贫矿
PLS 派力司|铺路石
PR 漂染|僻壤|派任|平绒|疲弱
PGZE 攀高枝儿
PLFF 攀龙附风
PEC 普洱茶|盘儿菜
PGWD 盘根问底
PMWG 盘马弯弓
PN 盘弄|平年
PL 配楼|霹雷
PGSS 乓贵神速
PGZQ 旁观者清
PM 旁门|牝牡|品目|品貌|扑满|喷墨
PMZD 旁门左道
PTS 旁听生|膨体纱
PT 扑腾|偏题|皮糖|疲态
PDD 胖嘟嘟|胖墩墩
PZYY 抛砖引玉
PDB 跑单帮
PHC 跑旱船
PJH 跑江湖|啤酒花
PMT 跑码头
PMM 跑买卖
PPDD 跑跑颠颠
PSY 跑生意
PTE 跑堂儿
PYC 跑圆场
PTZ 批条子|炮筒子
PMG 泡蘑菇
PPS 泡泡纱
PXL 陪笑脸
PQH 赔钱货
PXX 赔小心
PDW 配电网
PJZ 配给制
PTCL 配套成龙
PYTW 喷云吐雾
PSQ 喷射器
PQY 盆腔炎
PBWJ 朋比为奸
PSS 蓬松松
PCWL 鹏程万里
PPC 碰碰车
PGLD 披肝沥胆
PHGL 披红挂绿
PJZR 披坚执锐
PMDX 披麻戴孝
PSJJ 披沙拣金
PBZL 劈波斩浪
PLPL 噼里啪啦
PLW 霹雳舞
PBGS 皮包公司
PDL 皮带轮
PKRZ 皮开肉绽
PLYQ 皮里阳秋
PRZK 皮肉之苦
PRZ 皮褥子
PJD 啤酒肚
PJTL 否极泰来
PFZY 匹夫之勇
PGNL 屁滚尿流
PE 票额|片儿
PTPX 偏听偏信
PTT 偏头痛
PXYE 偏心眼儿
PSZZ 胼手胝足
PEJ 片儿警
PET 片儿汤
PJBL 片甲不留
PYZY 片言只语
PZZZ 片纸只字
PPDY 瓢泼大雨
PBJ 漂白剂
PLH 破落户|漂亮话
PMSL 拼命三郎
PYWZ 拼音文字
PYZM 拼音字母
PBJJ 贫病交加
PBJP 贫病交迫
PTLZ 品头论足|评头论足
PJSC 牝鸡司晨
PBSL 平板三轮
PBQY 平步青云
PDG 平底锅
PDX 平底鞋
PFC 平方尺
PFG 平方根
PHJ 平滑肌
PPZX 平铺直叙
PZB 平装本
PGBH 评功摆好
PPY 评判员
PTPZ 评头品足
PGL 苹果绿
PPGG 瓶瓶罐罐
PLMJ 婆罗门教
PPZ 婆婆嘴
PGPS 破罐破摔
PJCY 破镜重圆
PLE 破烂儿
PTLT 破铜烂铁
PYLS 破衣烂衫
PZBC 破绽百出
PZH 破折号
PTH 葡萄灰
PJB 普及本
PMZ 普米族
PMF 铺面房
QSEH 七十二行
QLBS 七零八碎|七老八十
QNBW 七扭八歪
QPBC 七拼八凑
QQB 七巧板|跷跷板|轻骑兵
QQSY 七窍生烟
QXQ 七弦琴
QYS 晴雨伞|七言诗
QZBK 七折八扣
QJ 牵记|奇计
QX 奇秀|弃学|秋汛|妻小
QD 泅渡|妻弟|青黛|起吊
QELX 妻儿老小
QGY 妻管严
QFKY 凄风苦雨
QL 蜣螂|耆老
QQ 芊芊|缺勤|前秦
QK 清口|期考|秋裤
QN 期年|权能
QP 去皮|驱迫|琴谱|翘盼|轻判|期票|清盘|起拍|清平|棋谱|漆皮|抢拍
QQAA 期期艾艾
QZ 全职|期终|前站|
QH 清寒|强横|清还|情海
QM 企慕|犬马|权门|晴明|窃密
QRTS 欺人太甚
QRZT 欺人之谈
QRPY 欺软怕硬
QS 清神|去势|侨属|求售
QBX 漆包线
QB 巧辩|曲笔|祛病|
QA 窃案|奇案|起岸|欠安
QGYC 奇光异彩
QG 琴弓|撬杠|奇诡|球果
QHYC 奇花异草
QHKJ 奇货可居
QT 球台|趣谈|倾塌
QW 奇文|翘望|球网|墙围|清挖|起网|求稳|缺位|轻侮|切望
QZYB 奇珍异宝
QY 球艺|轻油|圈阅|潜泳
QF 全份|抢匪|骑缝
QMZM 骑马找马
QGYZ 棋高一着
QFDS 棋逢对手
QC 谦称|青虫|祛除|茜草
QFS 启发式
QMX 启明星
QBQ 起搏器
QCZH 起承转合
QDZ 起点站
QJS 起居室|轻金属
QSZ 起诉状
QCND 气冲牛斗
QCXH 气冲霄汉
QGCH 气贯长虹
QLJ 千里驹|气轮机
QWXT 气味相投
QXX 气汹汹|气吁吁
QZRN 气壮如牛
QATM 弃暗投明
QE 弃儿|倾耳
QJYB 弃甲曳兵
QJTX 弃旧图新
QYD 汽油弹
QTQW 掐头去尾
QCD 千层底|青春痘
QDWG 千刀万剐
QEBB 千儿八百
QFSZ 千夫所指
QJBM 千娇百媚
QJD 千斤顶
QQWD 千秋万代
QSWH 千山万壑
QWXS 千瓦小时
QMZH 阡陌纵横
QNX 牵牛星
QXR 牵线人
QYL 牵引力
QBD 铅笔刀
QBH 铅笔画
QQJZ 谦谦君子
QDB 签到簿
QZB 签字笔
QJHG 前倨后恭
QBY 前半夜
QFHY 前俯后仰
QGF 前滚翻
QHJE 前后脚儿
QSHX 前思后想
QSWJ 前所未见
QSWW 前所未闻
QZQ 前奏曲
QCZ 钱串子
QSB 潜水泵
QSY 潜水衣
QWJ 潜望镜
QZAZ 潜滋暗长
QLJQ 黔驴技穷
QCZJ 遣词造句
QLD 枪榴弹
QCDW 腔肠动物
QJJ 穷讲究|强击机
QNZM 强弩之末
QQHD 强取豪夺|巧取豪夺
QXZ 强心针
QXJ 强行军
QTC 墙头草
QRSN 强人所难
QYHX 强颜欢笑
QJT 请假条|抢镜头
QBG 敲边鼓
QSZH 敲山震虎
QZG 敲竹杠
QQS 乔其纱
QQZX 乔迁之喜
QJE 巧劲儿
QSRH 巧舌如簧
QYLS 巧言令色
QR 犬儒|轻软|阙如|清润|全日|愀然|劝让
QBZ 曲别针|穷棒子|翘辫子
QWB 翘尾巴
QTQ 窃听器
QZJD 亲子鉴定
QJZH 秦晋之好
QZRY 勤杂人员
QRFF 沁人肺腑
QMLY 青面獠牙
QNG 青年宫
QSL 青饲料
QCYL 青出于蓝
QTWS 青堂瓦舍
QTS 青田石
QYZS 青云直上
QYHW 氢氧化物
QGMW 轻歌曼舞
QJQ 取景器|轻机枪
QYY 轻悠悠
QYHM 轻于鸿毛
QZDZ 轻重倒置
QCCD 倾巢出动
QCEC 倾巢而出
QCQG 倾城倾国
QGQC 倾国倾城
QCHZ 清产核资
QDF 清道夫
QGJL 清规戒律
QJC 清洁车
QLY 清凉油
QSYM 清水衙门
QTGS 清汤寡水
QZJ 秋庄稼|清真教
QDCK 情窦初开
QJZS 情急智生
QSYC 情深意长
QSSQ 情随事迁
QHW 氰化物
QTZ 擎天柱
QJRW 请君入瓮
QDMS 庆大霉素
QZNS 罄竹难书
QBDW 穷兵黩武
QGT 穷骨头
QJWL 穷极无聊
QNLY 穷年累月
QSES 穷山恶水
QSJY 穷奢极欲
QZSB 穷则思变
QQJL 茕茕孑立
QLYY 琼楼玉宇
QHT 秋海棠
QHSZ 秋后算账
QLH 秋老虎
QO 求偶|群殴
QSBF 求神拜佛
QXM 曲线美
QYFY 曲意逢迎
QCJ 驱虫剂
QZL 驱逐令
QDCZ 屈打成招
QYFS 趋炎附势
QZRS 曲终人散
QGHG 曲高和寡
QNQ 取暖器
QTP 去痛片
QWF 去污粉
QWCJ 去芜存菁
QWH 全武行
QSQZ 全始全终
QKYS 全科医生
QZQN 全知全能
QMZL 犬马之劳
QYJC 犬牙交错
QJDL 缺斤短两
QJSL 缺斤少两
QXYE 缺心眼儿
QZBG 却之不恭
QCJZ 鹊巢鸠占
QDGX 裙带关系
QLWS 群龙无首
QYT 群言堂
QZGX 群众关系
QKXS 群口相声
QMLW 群魔乱舞
RN 肉泥|然诺|闰年
RB 任便|燃爆|入保|日班|润笔
RD 燃点|软蛋|忍冬|人丹|入档|熔断|嚅动|热毒|攘夺|人定|韧度|软缎|褥单|肉丁
RSD 儒释道|燃烧弹|热水袋
RSP 燃烧瓶
RF 热敷|入伏|染发|认负
RFJ 染发剂
RG 入彀|入港|热狗|肉桂|肉鸽|日工|染缸|软管|软膏|荣归|容光
RZ 热战|入赘|绕嘴|乳猪|人渣|软座|肉汁|冗杂|染织|日杂
RJ 认捐|入籍|人精|入镜|儒将|戎机|让价|乳剂|肉酱
RR 溶溶|饶人|人瑞|濡染|荣任|柔润|溽热
RKL 绕口令
RLSR 绕梁三日
RL 绕路|入列|乳酪|箬笠
RWE 入味儿|绕弯儿
RWZ 绕弯子
RYE 绕远儿
RHSS 惹火烧身
RQ 软驱|惹气|肉禽|扔弃
RSF 惹是非
RC 入超|热肠|入仓|柔肠|日场|日戳|褥疮|任从|软尺|乳齿|如次
RDXY 热岛效应
RDK 热得快
RH 热和|软话|柔滑|肉红
RJG 热加工
RM 热卖|辱命
RMH 热门货
RXY 热效应
RY 软椅|乳牙|人鱼|热压|蝾螈|热饮|认养|乳燕|日晕|闰月|锐眼|人妖
RXBG 人心不古
RZJH 人赃俱获
RDSS 人地生疏
RDXW 人丁兴旺
RDST 人定胜天
RDZZ 人多嘴杂
RFGC 人防工程
RGYZ 人各有志
RHZS 人海战术
RHMJ 人欢马叫
RJDH 人机对话
RKMF 人困马乏
RLF 人来疯
RLZH 人老珠黄
RMSX 人面兽心
RMGY 人模狗样
RQRH 人前人后
RQZ 人情债
RSNF 人寿年丰
RSBC 人所不齿
RTZD 人体炸弹
RTS 人头税
RWYQ 人微言轻
RYKW 人言可畏
RZM 人造棉
RZS 柔姿纱|人造丝
RZXW 人造纤维
RE 仁儿|乳儿
RRJZ 仁人君子
RYDD 仁义道德
RYZS 仁义之师
RJAE 忍饥挨饿
RS 润饰|稔熟|濡湿|软水|肉松|儒商|容身|荣升|认生|溽暑|溶蚀|任随
RK 荣枯|刃口
RSL 认死理
RT 软梯|认头|肉头|日托|荣退|软糖|褥套
RZZF 认贼作父
RQZR 任其自然
RRBB 任人摆布
RBXS 日薄西山
REMR 日耳曼人
RGY 日光浴
RJZ 日记账
RMTQ 日暮途穷
RPS 日偏食
RSYL 日晒雨淋
RSSG 日上三竿
RX 入邪|软席|肉刑|柔细|日薪|入戏|溶血|入汛|乳臭
RYRS 日月如梭
RZWM 日臻完美
RMKZ 戎马倥偬
RYJR 荣誉军人
RCCD 柔肠寸断
RW 柔婉|肉丸
RZJ 肉孜节
RZC 肉中刺
RA 肉案
RHH 软乎乎|肉乎乎
RME 肉末儿
RXE 肉馅儿
RGSQ 如隔三秋
RHSJ 如花似锦
RJZX 如箭在弦
RJSQ 如胶似漆
RLSH 如狼似虎
RLSY 如临深渊
RLPD 如履平地
RMZB 如芒在背
RNSS 如鸟兽散
RNFZ 如牛负重
RSKB 如丧考妣
RKHX 茹苦含辛
RMYX 茹毛饮血
RZKJ 孺子可教
RHS 乳黄色
RJQ 乳胶漆
RCWG 乳臭未干
RCS 入场式
RBZ 软包装
RCP 软磁盘
RDZ 软钉子|软刀子
RGB 软骨病
RGT 软骨头
RJB 软件包
RMYP 软磨硬泡
RYL 软饮料
RYBC 软硬不吃
RZB 软指标
RMRA 若明若暗
RBSY 弱不胜衣
SQ 生漆|索求|疝气|赛球
SSJ 视神经|撒手锏
SLZ 撒拉族
SZ 沙枣|守职|水战|书札
SD 私邸|伤悼|赛点|
SHE 瘦猴儿|私活儿|撒欢儿
SJF 撒酒疯
SP 神品|睡袍|视盘
SB 散板|素白|松包|寿斑
SS 水松|神算|时世|参商|市升
SSC 洒水车
SY 商约|松烟|受阅|侍应|输氧
SX 神效|死信|守孝|时行|散戏|上刑
SXY 腮腺炎
SWSM 塞翁失马
SC 顺次|素餐|索酬|庶出|手戳|顺产|酸臭
SLL 赛璐珞|傻愣愣
SJT 神经痛|三九天|双肩挑|三角铁
SCC 三重唱
SLJ 三棱镜|水轮机
SHWD 三皇五帝
SLD 三联单
SLJD 三六九等
SDS 数得上|三点水|死读书|三点式
SFLC 三番两次
SF 三副|暑伏|收服|顺访|水法
SGLP 三姑六婆
SGML 三顾茅庐
SHS 三好生|四环素|死火山
SBS 三八式
SHB 三合板
SHT 耍滑头|三合土|山核桃
SHL 三花脸
SCJ 矢车菊|三叉戟
SCLK 三岔路口
SCZ 三重奏
SSEX 三思而行
SJQK 三缄其口
SW 山窝|缩微|深望
SWKJ 三维空间
SJJ 升降机|三脚架
SJK 三角裤
SYS 四言诗|双氧水|食蚁兽|三原色
SZBN 三灾八难
SZS 三只手
SQLG 三亲六故
SQT 三青团
SSYX 三生有幸
SG 手鼓|设岗|砂罐|水垢|沙果
SJ 四近|闪击|石臼|胜境|蜀锦
SRQ 送人情|散热器
STZ 散摊子|宋体字|守摊子
SNY 桑拿浴
SJQ 丧家犬|社交圈
SMX 丧门星
SHLP 丧魂落魄
SJZQ 丧家之犬
SSNZ 搔首弄姿
SZX 扫帚星
SLNR 色厉内荏
SLY 缩略语|色拉油|势利眼
SQK 色情狂
SFJP 杀富济贫
SJQL 杀鸡取卵
SJXH 杀鸡吓猴
SRMK 杀人灭口
SRRM 杀人如麻
SRYH 杀人越货|拾人牙慧
SSCR 杀身成仁
SYJB 杀一儆百
SFC 沙发床
SH 索还|沙荒|上颌|伤号|兽环|私话|生荒|上货|耍滑|伤怀|手黑|韶华
SLTJ 数理统计|沙里淘金
SO 沙鸥
SWZY 沙文主义
ST 手谈|私吞|受胎|申讨|奢谈|梢头
SDHC 傻大黑粗
SGXJ 傻瓜相机
SHH 傻呵呵|湿乎乎
SJE 死劲儿|傻劲儿
SLSQ 傻里傻气
STSN 傻头傻脑|缩头缩脑
SFXJ 煞费心机
SZG 山楂糕|狮子狗|少掌柜|十字镐
SGLE 山旮旯儿
SDW 山大王
SDKS 山东快书
SGSD 山高水低
SGSS 山光水色
SLH 省略号|死老虎|山里红
SMJ 山毛榉
SMHS 山盟海誓
SNHB 山南海北
SXBZ 山西梆子
SYHZ 山羊胡子
SFJJ 删繁就简
SHC 石花菜|珊瑚虫
SHD 珊瑚岛|松花蛋
SFDH 煽风点火
SDZ 闪电战|数得着
SN 私念|伺弄|石女|搜拿|蒜泥
SSQC 闪烁其词
SR 涮肉|时人|素日|禅让|速溶|耍人|擅入|松仁|睡容
SME 碎末儿|扇面儿
SK 睡裤|熟客|受看|蚀刻|司库|善款|肾亏|声控
SLZS 擅离职守
SCR 伤残人
SFBS 伤风败俗
SHWX 伤痕文学
SJDG 伤筋动骨
SYJ 商业界|水压机|上元节
SFFM 赏罚分明
SE 上颚|首尔
SCXT 上蹿下跳|上窜下跳
SXQS 上下其手
SGD 上轨道
SPL 上坡路|撕破脸
SBY 石斑鱼|上半月|上半夜
SBZ 说不着|梳辫子|上辈子
SSS 上岁数
SGSX 上纲上线
STXX 上吐下泻
SZN 上中农
SZE 上座儿|石子儿
SXXX 上行下效
SYY 试营业|上眼药
SZC 上贼船
SXS 上下水
SGX 烧高香
SAWZ 少安毋躁
SDJ 少东家
SLQ 少林拳|石榴裙
SNLC 少年老成
SZP 少壮派
SBT 少白头
SBGS 少不更事
SBCJ 舌敝唇焦
SBZM 舍本逐末
SSQF 舍身求法
SHGZ 社会工作
SHQN 社会青年
SWHY 涉外婚姻
SYP 生鱼片|摄影棚
STTN 伸头探脑
SHJJ 身怀绝技
SHLJ 身怀六甲
SJBB 身价百倍
SSBF 身手不凡
SSYC 身首异处
STE 松塔儿|身条儿
SCDH 深仇大恨
SGXZ 深耕细作
SGGL 深沟高垒
SSQH 深受其害
SZDY 深宅大院
SSDD 神神道道
SDB 神道碑
SJMS 神机妙算
SNS 神农氏
SJS 水晶石|四脚蛇|审计师|肾结石
SPJ 食品街|生啤酒
SBYZ 生编硬造
SCYD 生财有道
SHMB 生花妙笔
SHZ 耍花招|生活照
SLYZ 生拉硬拽
SLYS 生理盐水
SRSA 生荣死哀
SSSS 生生世世
SSB 生死簿
SSG 生死观
SSWB 生死未卜
SSZJ 生死之交
STKX 生态科学
STLY 生态旅游
STNY 生态农业
STHB 生吞活剥
SWD 生物电
SWL 生物链|耍无赖
SSQM 声色犬马
SDK 圣诞卡
SWSC 尸位素餐
SHBY 尸横遍野
SDGZ 失道寡助
SXL 失学率
SYZ 水舀子|失语症|水银柱
SCWM 师出无名
SDZY 师道尊严
SZW 狮子舞
SSJK 十室九空
SZLX 十指连心
SBLH 十八罗汉
SDLY 十冬腊月
SJZ 速决战|十进制
SNHC 十年寒窗
SMW 石棉瓦|说明文
STS 手提式|石炭酸
STZE 石头子儿
SYB 缩印本|石英表
SZR 石钟乳
SQSF 时起时伏
SWDZ 死无对证|识文断字
SBSX 实报实销
SXYE 耍心眼儿|死心眼儿|实心眼儿
SYXG 实言相告
SZMG 实至名归
SYBQ 拾遗补缺
SBGW 食不甘味
SBGF 食不果腹
SGBH 食古不化
SBE 使绊儿|蒜瓣儿
SXZ 使性子
SFZ 随份子|始发站
SKL 屎壳郎
SFRX 世风日下
STYL 世态炎凉
SA 讼案|税案|示爱
SBQ 示波器|鼠标器
SBGQ 事必躬亲
SDLT 事到临头
SBKD 势不可当
SLXR 势利小人
SRWD 视若无睹
SCAW 恃才傲物
SQLR 恃强凌弱
SFW 是非窝
SWE 是味儿
SZJ 柿子椒
SFQH 适逢其会
SDQS 死得其所|舐犊情深
SBBX 誓不罢休
SBLL 誓不两立
SYT 收银台
SBSJ 手不释卷
SYTT 手眼通天
SZZQ 手足之情
SDBC 手到病除
SDQL 手到擒来
SDX 手底下
SJYK 手疾眼快
STJ 手头紧
SXBJ 手下败将
SXT 手写体
SBF 守本分|甩包袱
SCN 守财奴
SHG 守活寡|双簧管
SJP 守旧派
SKF 守空房
SWXZ 守望相助
SSZQ 首善之区
SSLD 首鼠两端
SWXY 首尾相应
SBNS 寿比南山
SHQ 送话器|受话器
SQB 受气包
SGZC 书归正传
SMH 书名号
SBXD 叔伯兄弟
SJHX 舒筋活血
SJG 输精管
SNG 输尿管|水暖工
SMSL 熟门熟路
SNSQ 熟能生巧
SSH 熟石灰
SMCG 鼠目寸光
SDWZ 数典忘祖
SJHT 数九寒天
SLB 数来宝
SSDB 束手待毙
SSSJ 束手束脚
SEBZ 述而不作
SDZF 树大招风
SBX 耍把戏
SBG 耍笔杆
SHY 耍花样|司号员
SLM 耍流氓
SPQ 耍脾气
SPZ 耍贫嘴
SSD 耍手段
SSY 耍手艺|水蛇腰
STD 耍态度
SWF 耍威风
SZPZ 耍嘴皮子
SGT 水果糖|摔跟头
SSZG 甩手掌柜
SMZ 拴马桩
SGZ 双轨制|涮锅子
SBFZ 双百方针
SCGJ 双重国籍
SCRG 双重人格
SGY 双关语
SJD 松紧带|双季稻|四季豆
SSZ 双生子|诉讼状|顺时针
SXW 双学位
SYK 双月刊
SRRS 爽然若失
SSF 爽身粉
SDSC 水滴石穿
SFH 水粉画|私房话
SFL 四方脸|水浮莲
SHWQ 水火无情
SMS 水磨石
SMDY 水幕电影
SPY 水平仪
SQL 水曲柳
SRX 水溶性
SXB 水洗布|缩写本
SXYH 水性杨花
SYC 水翼船|送一程
SYD 水银灯
SZLY 水中捞月
SYXS 睡眼惺忪
SSQY 顺手牵羊
SSRQ 顺水人情
SBD 说不得
SBL 说不来
SDL 说得来|随大溜
SDDX 说东道西
SHSD 说好说歹
SJBX 数见不鲜
SDWP 硕大无朋
SGJC 硕果仅存
SSRK 丝丝入扣
SSRY 司售人员
SKT 思考题
SLFR 斯拉夫人
SWSD 斯文扫地
SGLF 撕肝裂肺
SKE 死扣儿
SBHG 死不悔改
SCYM 死缠硬磨
SNJ 死脑筋
SPLL 死皮赖脸
SQBL 死乞白赖
SDJK 四大皆空
SFB 四方步
SHWJ 四海为家
SJRC 四季如春
SSWR 四舍五入
SZYS 四则运算
SJY 松节油
SWYL 送往迎来
SCGD 搜肠刮肚
SSKC 搜索枯肠
SYH 酥油花
SWX 俗文学
SXYM 夙兴夜寐
SCB 速成班
SSL 缩水率|速生林
SSM 速食面
SLT 酸辣汤
SNN 酸牛奶
SFD 随风倒
SZZ 碎嘴子
SRS 燧人氏
SNX 孙女婿
SBZJ 损兵折将
SGE 笋干儿
TN 塘泥|头年|体念|调弄|童女|他年|童男
TL 田猎|头路|同路|铜绿
TTEZ 塔塔尔族
TC 沱茶|甜橙|体尝
TK 套裤|堂客|偷空|脱壳
TD 退党|胎动|踢蹬|添堵|剃度
TF 团粉|同犯|填发|胎发|摊放|痛风
TJ 吞金|汤剂|通经|臀尖|屯聚
TQ 天球|讨巧|天青
TSFZ 胎死腹中
TW 土温|脱位|筒瓦|投喂|痛恶|拖网|胎位|臀围|特务|陶文
TY 拖曳|套印|填鸭|题意|拖运
TP 台盘|逃票|涂片|太婆
TZZ 甜滋滋|台柱子
TJZ 抬轿子
TTW 抬头纹
TYDE 太阳地儿
TYDC 太阳电池
TYJ 太阳镜|团圆节
TYM 太阳帽
THS 弹簧锁|太湖石
TKF 太空服
TYD 太阳灯
TBX 太白星
TJJ 铁将军|太极剑
TJT 太极图
TKB 太空步
TKC 太空舱|太空船
TKLJ 太空垃圾
TKM 太空棉
TKZ 太空站
TPG 太平鼓|调皮鬼
TPM 太平门
TYZ 通用字|太阳灶|同音字
TZC 太子参
THJ 钛合金
TRCZ 泰然处之
TSBD 泰山北斗
TSYD 泰山压顶
TDQY 贪大求洋
TTZG 贪天之功
TWF 贪污犯
TXSD 贪小失大
THG 弹簧钢
TGXQ 弹冠相庆
THC 弹簧秤|弹簧床
THM 弹簧门
TTL 弹跳力
TTGG 条条杠杠|坛坛罐罐
TXZR 谈笑自若
TTSD 谈天说地
TXM 檀香木
TXS 檀香扇
TBCK 坦白从宽
TCXD 坦诚相待
TXLB 袒胸露臂
THP 炭火盆
TKQ 探口气
TNQW 探囊取物
TSG 碳素钢|替死鬼
TTG 汤头歌
TT 套套|踢腾|拖堂|停妥|汤团|天头
TSC 唐三彩
TJM 堂姐妹
TKE 糖块儿
TRE 糖人儿
TBDC 螳臂当车
TR 陶然|瞳仁
TGYH 韬光养晦
THLL 桃红柳绿
THY 桃花运
TQB 淘气包
TQG 淘气鬼
TRX 讨人嫌
TPY 讨便宜
TJQ 套交情
TMG 套马杆
TTS 套头衫
TBKC 特别快车
TQBD 特遣部队
TSL 投诉率|特赦令
TXYY 特型演员
TZGY 特种工艺
TZJC 特种警察
